Tweet_count,Username,Text,Created At,Retweets,Likes
19,Edith Brou Bleu,"Pendant ce temps aux USA 🇺🇸Depuis 3 semaines, ce pays est au bord de la division. 

Voici ce qu'il faut retenir:
- Un gouverneur républicain de l'Etat du Texas, suivi par 25 autres gouverneurs républicains défient Joe Biden et la Cour Suprême, provoquant une mini-sécession avec https://t.co/vasujl6cnc",Wed Jan 31 21:10:16 +0000 2024,72,345
20,Byron Donalds,"The top issues in 2024 America are the border &amp; the economy–Biden is a DISASTER on both.

His admin's weakness has also caused SERIOUS geopolitical issues.

November's general election will be a direct contrast of the 45th &amp; 46th presidents.

It's CLEAR Trump did the better job. https://t.co/UNnaZ8vgus",Thu Jan 25 14:00:03 +0000 2024,719,3140
21,Really American 🇺🇸,"2024 is the year during which reproductive freedom and women's bodily autonomy will be debated and litigated by the Supreme Court, and by Congress, and by everyone except the patient and her doctor.

Voters must decide in November who owns a woman's right to choose. https://t.co/lWsFEWSJZW",Thu Jan 04 01:05:00 +0000 2024,282,606
22,BeshearStan 🥥🌴,"🧵Here’s my first ever predictions for the 2024 elections. For President, Biden is super unpopular as of now and will be in a tough fight against the equally unpopular DJT. I’d say he’s slightly favored but it’ll be close

PRESIDENTIAL - Tossup https://t.co/EeanvigUWq",Sat Jan 06 18:30:16 +0000 2024,15,365
23,Freedom 🇺🇸🦅,"DONALD J TRUMP WILL BE THE NEXT PRESIDENT OF THE USA.

45-47 🇺🇸🦅 https://t.co/VXsSxHPqro",Fri Feb 16 05:49:33 +0000 2024,214,1311
24,S.L. Kanthan,"💥2024 might be the historic year when the American empire started to unravel.

🔹Pentagon/State Dept discussing plans to withdraw US troops from Syria!

🔹US military to begin talks with Iraq about withdrawal of U.S. military 

These were delusional imperialist adventures bound https://t.co/mn02bXlvEX",Thu Jan 25 04:29:43 +0000 2024,234,874
25,Freedom 🇺🇸🦅,DONALD J TRUMP WILL BE THE NEXT PRESIDENT OF THE USA 🇺🇸 https://t.co/OiuNCzskPF,Tue Feb 20 13:09:18 +0000 2024,240,1388
26,Taylor A. Smith,"Today is Wednesday, February 28, 2024 &amp; POTUS Joe R. Biden has been in office for 1,134 days. President Biden secured another landslide victory yesterday by winning the Michigan Democratic presidential primary. Democracy is on path to victory. #VoteBlue2024 Tap💙RT for #JoeBiden https://t.co/ahE6MjhWr7",Wed Feb 28 11:50:28 +0000 2024,149,266
27,Freedom 🇺🇸🦅,"Donald J. Trump will be the next President of the USA, and if that's a bitter pill to swallow, feel free to wash it down with a cup of your own tears. https://t.co/hBU7UXI1rw",Wed Jan 10 22:27:09 +0000 2024,133,824
28,Joel Rubin,"President Biden will beat Donald Trump and be reelected for four more years as POTUS.

Democrats are going to take back the House in November.

Because protecting democracy and a woman's right to choose an abortion are the top concerns for Americans. https://t.co/kRMHl234vH",Tue Jan 16 05:05:02 +0000 2024,828,2371
29,Simon Kuestenmacher,US states overlaid on areas of Europe with equal population. Source: https://t.co/FyeJ28I0sb https://t.co/XylJm0KgCt,Fri Jan 26 23:05:01 +0000 2024,170,878
30,Eleições em Pauta,"🇺🇸 ELEIÇÕES EUA 2024

🗳️ PREVISÃO - MAPA ELEITORAL CNN

🔴 Donald Trump: 272
🔵 Joe Biden: 225
🟡 Em jogo: 41

Trump lidera a primeira previsão com os estados do Michigan e Nevada, onde Biden venceu em 2020. https://t.co/rNtBpXoUi2",Sat Jan 06 16:37:34 +0000 2024,30,421
31,Austin 🦆,"The 2024 national champion will be one of these teams 

• Alabama 
• Georgia
• Ohio State 
• Oregon 
• Texas https://t.co/JBzYPry51g",Wed Feb 14 03:44:08 +0000 2024,28,617
32,Freedom 🇺🇸🦅,"DONALD J TRUMP WILL BE THE NEXT PRESIDENT OF THE  UNITED STATES OF AMERICA 🇺🇸 

AND  HE  IS  GOING TO SAVE OUR GREAT COUNTRY! https://t.co/b5DMs2agHm",Mon Jan 08 19:40:49 +0000 2024,255,1544
33,Freedom 🇺🇸🦅,"Ladies and gentlemen, the next President of the United States of America: Donald J. Trump.

45-47 🇺🇸 https://t.co/mfN271oO8X",Thu Jan 11 23:24:51 +0000 2024,621,3552
34,UNITED STATES OF AMERICA 🇺🇸,"TRUMP: ""Victory Speech New Hampshire!"" 🇺🇸
#NewHampshirePrimary https://t.co/rD1LOoikYL",Wed Jan 24 02:53:54 +0000 2024,71,197
35,America Elects,"Happy New Year! Here's our map of what the national governments in the Americas look like going into 2024.

#Elecciones2023 https://t.co/MuyD00kSRN",Mon Jan 01 01:58:19 +0000 2024,69,565
36,Mr. Spock 🖖 (Commentary),"Biden is the OVERWHELMING choice for 2024. 

Let’s show Republicans that their current trajectory is rejected by America. 

Let’s aim for over 100M votes for Biden in 2024. https://t.co/D9VpOmC22A",Mon Feb 26 21:52:58 +0000 2024,140,381
37,Mac,"This is what the map will likely be in 2024 according to RCP polling averages. And this is being generous in Pennsylvania to Biden. If you think Trump is a threat to democracy itself, why would you bet everything on this incredibly weak candidate? https://t.co/DjJz4cANbV",Mon Jan 29 13:31:27 +0000 2024,70,1139
38,World Elects,"🇺🇸#USA, 2024 presidential election poll:

🔼Biden (D): 50 % (+1)
🔽Trump (R): 44 % (-2)

Quinnipiac University, 29/01/24 https://t.co/2L9wmJS7U1",Wed Jan 31 21:08:56 +0000 2024,22,220
39,Hasht e Subh Daily,"انتخابات ریاست جمهوری ۲۰۲۴ امریکا؛ نظرسنجی رویترز: ترامپ از بایدن پیشی گرفت
https://t.co/1GnWA7rSAD https://t.co/KQLhR2jAQv",Fri Jan 26 03:57:06 +0000 2024,8,230
40,💋Elissa4Real💋,"Democrats want you to believe that Joe Biden is the man they are running for president in 2024. He won't be. At the last minute, they will slide in Gavin Newsom or Michelle Obama.",Wed Jan 03 15:54:26 +0000 2024,147,237
41,❤️🇺🇸💛ᗰia💚🇺🇸💜,"America is leading the world in post Covid economic recovery, thanks to Joe Biden and the Democrats.

P S. Have you seen the stock market? 

#BidenHarris2024 #LetsFinishTheJob #4MoreIn24 https://t.co/tUDCZsI29y",Sun Feb 04 13:26:49 +0000 2024,172,357
42,Visual Capitalist,"Mapped: The Population of U.S. States Compared with Countries 🗺️

https://t.co/7OZUZznlfX https://t.co/VCLQWpIJS1",Sat Jan 13 21:00:50 +0000 2024,62,227
43,Joe Concha,"Basically, whoever takes four of these seven states wins the presidency. Florida and Ohio are solid red at this point.",Wed Jan 31 15:58:20 +0000 2024,54,240
44,Red Eagle Politics,"For all the ""blue Texas"" talk we hear from the Dems--it's not happening in 2024. No chance in hell. Biden is uniquely unpopular in the Lone Star State, and Trump is gaining ground here, if anything.

Biden has a better shot at winning Alaska than he does Texas.",Tue Feb 13 22:07:38 +0000 2024,37,303
45,Megatron,"⚡ 🇺🇸 Great divisions and a concerning situation in the United States 

After the U.S.  Supreme Court allowed federal agents to cut razor wire Texas installed on US-Mexico border, and Texas basically refused this and continued with setting up a network, Several other red states, https://t.co/McPpUH2WNg",Thu Jan 25 12:45:51 +0000 2024,443,1464
46,El Universal,"🥶 ¡Se congelan en EU! 

🌫️ Una ola de frío cubre ya gran parte de Estados Unidos con bajas temperaturas, nevadas y vientos gélidos.

❄️ Se esperan temperaturas extremas de menos de 40 grados bajo cero en Montana, Dakota del Norte y Dakota del Sur. 

📸 Fotos: EFE/ AP / AFP https://t.co/Rqu2PrD0VL",Tue Jan 16 13:35:00 +0000 2024,43,227
47,DatoWorld,"🇺🇲 EEUU - Presidenciales 2024 

🔴Donald Trump - 43% 
🔵Joe Biden - 41%

encuesta MorningConsult - Enero https://t.co/g9aSaQthYy",Wed Jan 17 14:00:35 +0000 2024,44,282
48,U.S. Soccer Men's National Team,"FIRST MATCH DAY OF 2024 🎉

🇺🇸 USA vs Slovenia 🇸🇮 

3 PM ET
📍 San Antonio

📺 TNT, @Telemundo / @SportsonMax, @NBCUniverso, @peacock 

Match Preview » https://t.co/U8hy2zzhJk https://t.co/fJvMpYJ8CL",Sat Jan 20 14:08:59 +0000 2024,92,547
49,распад и неуважение,"США переводится как Объединенные государства Америки. Каждое государство имеет право на самооборону. В каждом штате есть своя конституция, законодательная и исполнительная власть, судебная система и вооруженные силы — нацгвардия штата. Все как отцы-основатели завещали. https://t.co/6uV0cZeflO",Fri Jan 26 18:47:31 +0000 2024,35,211
50,Based Illinoisan 🇺🇸🇬🇷,"2024 Short Predictions:

-Trump picks Noem for VP
-Biden wins reelection 303-235
-Senate goes back to 50-50
-Dems take back the house
-Mike Johnson survives the rest of his speakership without being vacated
-Ayotte narrowly beats Craig in NH gov
-Stein, Hunt and Jackson win NC",Mon Jan 01 05:09:30 +0000 2024,6,240
51,Polling USA,"DDHQ's Latest Presidential Forecast:

Trump: 312
Biden: 226 https://t.co/rbh38O1OW1",Fri Feb 23 01:40:24 +0000 2024,55,472
52,USA Trump Man 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,Biden has gave Texas an ultimatum to comply in 24 hrs or suffer the consequences,Thu Jan 25 20:49:13 +0000 2024,127,438
53,Don’t Boo…Revolt!,"The reality of politics in 2024 is that the US government is no longer a constitutional republic &amp; is fully fascist, it’s even to the right of where it was a century ago.

We’re riding on two trains going down the same track to the same destination &amp; it’s more mass death.",Fri Jan 19 14:32:48 +0000 2024,144,451
54,matthew.,the united states is utterly dominant to a level inconceivable at any other time in human history https://t.co/dvnYsKMlNU,Wed Jan 24 01:28:25 +0000 2024,11,243
55,Truth Tsar,"As we enter 2024, here’s the state of the US after 3 years of Democrat control:

- Unsecured personal loans have spiked 67.4% to $241 billion 

- Record high credit card debt of $1.08 trillion

- The Lending Tree Credit Card Confidence Index plunged to 51% last month, an all time",Tue Jan 02 23:55:47 +0000 2024,135,259
56,Really American 🇺🇸,"BREAKING: While Republicans have waged war on women and Taylor Swift, President Biden and Democrats have built an economy that led the world in 2023 and is poised to do so again in 2024. You tell me who’s delivering for the American people.",Wed Jan 31 15:16:31 +0000 2024,470,1682
57,The New York Independent,"@SteveLovesAmmo No... That's not Biden America, that's MAGA's fantasy  world. Here's Biden's America: 

-- Unemployment at 40 year low for two straight years.
-- Stock market at an all time high, 401(k)s flourishing
-- Post-pandemic inflation manged better than anywhere else in the word. Now https://t.co/v44Wwg03KY",Wed Jan 31 20:56:13 +0000 2024,73,495
58,Polling USA,"Presidential Polling:

Biden (D): 50%
Trump (R): 44%

Quinnipiac / Jan 29, 2024 / n=1650 https://t.co/52NrXQJGcz",Wed Jan 31 19:22:23 +0000 2024,114,1468
59,Mr. ✘,"I guess I have to explain this. Again.

Donald Trump or Joe Biden will be elected president in 2024. If you sit out and express no preference, you're ok with Joe Biden getting four more years.",Sun Jan 21 22:42:37 +0000 2024,39,304
60,JenniferCali EFF SCOTUS✊🇺🇦✌️,"The story of 2024 is how Joe Biden brought the United States back from the brink of failure at the hands of TЯ☭mp and Maga. Never has a President accomplished so much when handed a country decimated by disease, death, discord and economic ruin!

#BidenHarris2024 
#DemVoice1 https://t.co/T12GkT0aHD",Sat Feb 03 11:26:10 +0000 2024,196,374
61,Captand,"Hive, TEXAS HOLD EM will have a large-scale impact on the 20th

I hope we get the biggest impact of 2024 in USA！

Aiming to impact more than 2,000 radio stations across the entire United States！ https://t.co/OHPZNqUaAy",Sat Feb 17 16:07:25 +0000 2024,7,59
62,LeighAnn Arroyo,"WE MADE HISTORY!!!! 

THE 🇺🇸USA 🇺🇸IS ON THE MOON 
FEBRUARY 22ND 2024 

A PRIVATE COMPANY IN THE UNITED STATES OF AMERICA HAS LANDED THEIR EQUIPMENT ON THE MOON!!!! https://t.co/ux2Eu5zuGn",Thu Feb 22 23:54:11 +0000 2024,0,0
63,IMITAMENWA_200#TeamPK 🇷🇼,"If #Africa were the #United_States_Of_Africa His Excellence President of Rwanda @PaulKagame would be,president of #USOA 

With his splendid understanding of African leadership and African democracy, the #United_States_Of_Africa can surpass the #USA in all sectors of development. https://t.co/b6xdjSf9Gq",Mon Feb 12 08:37:06 +0000 2024,13,36
64,truthseeker,"‼️Meditation for the United States Total Solar Eclipse on April 8th 2024 at 18:18 UTC

Make this viral to everyone in the USA! Post on social media, notify people you know who have large mailing lists, and send to people with large viewing audiences!
https://t.co/rmgnh0iKCe https://t.co/ajWSjxwJFR",Tue Feb 27 11:40:55 +0000 2024,15,23
65,lawrence freeman,"Everyone Should Know The Truth About Slavery in America. The United States  was not founded on #slavery . This is untrue. Slavery is not in the DNA of #America . These are unfounded attacks on the USA.  Read my article.
https://t.co/uxLmrbvmlm https://t.co/Kz863T0p9u",Wed Feb 21 10:49:17 +0000 2024,14,23
66,Southern Africa Eye,"Ruto to Make a State Visit to the United States on May 23, 2024

#AFRICA #USA https://t.co/da90SXp0kZ",Sun Feb 18 19:40:05 +0000 2024,0,0
67,Sovereign Noesis Pert'Sun,"Sovereign Pert'Sun: Political Third Party Navigator (Portland, OR) 2024 United States Presidential Write-In  Commenting On:

USA TODAY
Arab Americans feel 'a bone-deep sense of betrayal.' And they want Joe Biden defeated in 2024
Story by Michael Collins, USA TODAY 

Post By https://t.co/jgsKjfwmuK",Sat Feb 17 12:19:34 +0000 2024,1,0
68,HBCU Campaign Fund,"📣 CONGRATULATIONS - The Mississippi Civil Rights Museum (MCRM) placed fourth in the USA TODAY’s 10Best Readers’ Choice Travel Award contest for Best History Museum in the United States. 

📰: https://t.co/vrFJgCUdOB

#twoMSmuseums #MississippiCivilRightsMuseum https://t.co/bjUkiymMIL",Tue Feb 27 16:06:29 +0000 2024,2,3
69,Stefania Maurizi,"""Julian can never be safe in the United States, it is the country that plotted to assassinate him"", @Stella_Assange told me.
Today we at @fattoquotidiano run an interview with @Stella_Assange (Italian)

https://t.co/2ffJk9eEzA https://t.co/uWgMPxmQS9",Thu Feb 22 10:15:38 +0000 2024,41,91
70,Sunland Education & Immigration Consultants,"T20 World Cup in USA 2024 | Best time to Apply USA Visitor Visa

Planning to attend the T20 World Cup in the USA in 2024?

Don't miss out on this opportunity to experience the thrill of international cricket in the United States! #t20

For more information : 9814610782 https://t.co/fgPgDkMtXs",Mon Feb 19 09:52:30 +0000 2024,0,1
71,IOM United States,"Save the date! 
Join IOM for interactive sessions of the 2024 Humanitarian Networks and Partnerships Week to explore innovative solutions for stronger humanitarian assistance through #diaspora engagement:

📆 May 7-8, 2024
📍In-person or on Zoom
➡️https://t.co/kHWQqAePoR

#HNPW24 https://t.co/yV18Bh9giZ",Thu Feb 08 04:54:02 +0000 2024,4,6
72,Broken Anthem,"\\ #FreedomReport \\

2024.02.08 - Today the Supreme Court of the United States will deliberate on the Donald J. Trump v. Norma Anderson case in regards to ballot access for a presidential candidate, originating in Colorado.

In support of President Trump, Tore Maras",Thu Feb 08 15:07:59 +0000 2024,42,72
73,Matt Bell,The United States Has Zero National Security | https://t.co/MWu5dIIQej,Wed Feb 28 21:51:39 +0000 2024,209,224
74,USA TODAY Politics,"From Social Security checks to national parks, here’s how a government shutdown would (or wouldn't) disrupt the United States. https://t.co/nOWn2mLRAQ https://t.co/NJfWZ6faL8",Wed Feb 28 00:27:01 +0000 2024,1,1
75,WCID-2024,"🌟 Big Announcement! 🌟 Delighted to unveil Jun Wan
from Indiana University School of Medicine, United States, as our featured Keynote Speaker at the upcoming @WCIDconference
🌎 Be part of this dynamic event in Baltimore, MD, USA, happening from October 24-26, 2024. 🎊 https://t.co/tlekYCmpaS",Fri Feb 16 08:59:12 +0000 2024,0,2
76,Israel & USA forever,"Taylor Swift and Travis Kelce say they will leave the United States if Donald Trump becomes President in 2024.

What's Your Reaction?

My Reaction is: start packing! https://t.co/5whs62aQx0",Tue Feb 13 23:50:23 +0000 2024,370,2769
77,Safran USA,"The goal of #NationalEngineersWeek is to increase the understanding of engineering and technology careers, while also ensuring a diverse future engineering workforce.
Read these insights from @Safran #engineers in the United States.
https://t.co/qiQUvDDvdD https://t.co/pPfcOYf90a",Tue Feb 20 20:05:26 +0000 2024,0,0
78,Embassy of Switzerland in the USA,"The Embassy of Switzerland will be CLOSED on Monday, February 19, 2024, in observance of President's Day, a national holiday in the United States. We wish all our American partners a safe and peaceful holiday. The embassy will reopen on Tuesday, February 20.🇨🇭🇺🇸 https://t.co/cqhZPzXuup",Sun Feb 18 15:52:57 +0000 2024,3,7
79,CoinParade,The 2024 Britannia and Liberty 1oz Silver Proof - Charles III: This one ounce silver proof coin is a collaboration between the Chief Engravers of The Royal Mint and the United States Mint and features UK Britannia and USA Liberty. Read more at https://t.co/9FfsuqbiZ1 https://t.co/ouFy31gAuo,Wed Feb 14 19:21:00 +0000 2024,3,7
80,aPuZZleCom.com - a PuZZle Community,"Event Added [Competition] [Face to Face] [United States] 2024 USA Jigsaw Nationals

https://t.co/qVhjt1khFK https://t.co/zord9BVDvX",Fri Feb 23 15:41:30 +0000 2024,0,0
81,Junior Hockey News,"It was only about fifteen years ago when things in the United States began to change.  Independent hockey was spearheaded by the Western States Hockey League and Ron White breaking free of USA Hockey.The GMHL was making great strides in Ontario around

https://t.co/tlckI0Lc23 https://t.co/ubBjnXHLpw",Mon Feb 19 10:03:11 +0000 2024,2,6
82,USA TODAY Politics,A UN resolution demanding an immediate cease-fire in the Gaza Strip was vetoed by the United States. https://t.co/JjNciOI1v7 https://t.co/lsigOj2NGa,Wed Feb 21 17:58:30 +0000 2024,1,0
83,International Arthrofibrosis Association,"Proud to announce our 1st edition of the official International Arthrofibrosis Association's Knee #Arthrofibrosis course in the United States 🇺🇸

Aug 9, 2024 (Huntington Beach, California - USA)
@EUKAFcenter @SebNutarelli https://t.co/Ea8d7hGt2u",Fri Feb 16 07:50:00 +0000 2024,0,5
84,William Jeremiah,"Fake news and dishonest media you are enemies of American people and the world, President Trump will be President of USA on 2024 if you prevent him from Office you stupid Democrat's and fake news will bring Civil War in United States, Same time you are fighting with Russia ???",Sat Feb 17 08:09:57 +0000 2024,0,3
85,CGI United States,"Unlock the art of the possible at CGI’s Credit Management Conference 2024. Curated for #credit, #lending &amp; #DefaultManagement professionals, it offers cutting-edge insights, visionary perspectives and groundbreaking solutions &amp; services. 
Register now &gt; https://t.co/TukXZcEmRx. https://t.co/ShJusgMsYN",Mon Feb 26 16:45:28 +0000 2024,1,1
86,Economy Post,"Wigwe: In 2024 alone, USA has experienced 6 air crashes, 22 accidents 

THE United States of America has seen 22 air accidents between January 23 and February 11 2024, recording 6 crashes in the process.. 

Access Holdings Tinubu Buhari 1 USd 

https://t.co/JjUljtSovP",Tue Feb 13 11:05:59 +0000 2024,5,5
87,Crossject,"Crossject has provided a #strategic update on its priorities.
In 2024, Crossject will especially focus on #regulatory  approvals for #ZEPIZURE® and accelerating market access efforts in the United States.

👉🏼Press release: https://t.co/aHBHClJI2X

#USA #business #marketaccess https://t.co/l3EQTix8Jq",Wed Feb 07 09:26:14 +0000 2024,0,3
88,No to Fascism & Racism - Vote Blue 2024,@WeHearPodcast The Confederate Battle flag is a proud symbol of people who started a war against the USA. It's a proud symbol of a people whose economy was based on slavery which they fought to support. It is a proud symbol of traitors to the United States. Period. Full Stop. https://t.co/hAtFDtuIhB,Sun Feb 11 20:02:26 +0000 2024,38,89
89,Treniss J. Evans III,"We The People were as usual on the 
RIGHT SIDE OF HISTORY!
Thank you, Breitbart News, honest, and accurate journalism! 
The UNITED STATES BORDER is indisputably WIDE OPEN! 
https://t.co/dbD2ohFvVY",Mon Feb 05 01:21:51 +0000 2024,3,6
90,Big Cases Bot,"New filing: ""U.S. v. Trump (mar-a-lago docs)""
Doc #348: MOTION Motion for Sealing and Redactions by USA as to Donald J. Trump, Waltine Nauta, Carlos De Oliveira. Responses due by 3/13/2024. (Attachments: # 1…

[full entry below 👇]

PDF: https://t.co/kycazbvwv2

#CL67490070 https://t.co/69iVTBKSf1",Wed Feb 28 19:38:04 +0000 2024,6,2
91,Klaus von Grewendorp 🇧🇷,"Mexico–United States 2024 border: The Omen 1965 Photo. Did you notice I have got #USA Police Car in my 1965 portrait? Today I am one of the few, which are knowing the biggest drug cartel of world penetrated to #USA; only state, which had got #Trump courage to fight against them. https://t.co/WPKPe365uf",Wed Feb 28 05:02:01 +0000 2024,0,1
92,Use Yandex Search Engine for Anti Zionist searches,"United States worked with #Israel on Gilee Project in Atlanta. GA USA.

#CopCity will be complete Dec 2024. 

Ohio Council member arrested because the cop didn't like what she had to say about the sheriff. 

Zionism has DESTROYED the United States. You'll see, it's getting worse. https://t.co/iKxuGb6zAv",Thu Feb 01 16:41:30 +0000 2024,12,18
93,Casey Gossett,"With the first pick in the 2024 USA Leadership draft, the United States of America selects ….. DONALD J TRUMP",Sun Feb 04 20:41:53 +0000 2024,0,0
94,USA TODAY,"From Social Security checks to national parks, here’s how a government shutdown would (or wouldn't) disrupt the United States. https://t.co/ANdeHXxEcN https://t.co/lu9oLbTgWA",Wed Feb 28 00:26:56 +0000 2024,10,24
95,CaribbeanNewsNetwork,"#USA: As part of the Biden administration's Humanitarian Parole programme, launched on January 9, 2023, 356,000 people (Cubans, Haitians, Nicaraguans and Venezuelans) had legally arrived in the United States by the end of January 2024. https://t.co/waNhSYZO2f",Mon Feb 19 15:37:22 +0000 2024,5,6
96,Biden president 2024,"Joe Biden is tje solution to united States,

It's the best president in the USA",Sat Feb 24 02:56:06 +0000 2024,0,0
97,Raylan Givens is my spirit animal ⚡️99 12 17 20⚡️,"NRL 2024: Las Vegas, USA, Harry Sunderland, American All Stars, Denver Test, 1987 State of Origin, David Niu, Kangaroos, USA Tomahawks; Why Vegas is boldest bid yet to conquer United States https://t.co/2buE2dcBx8 via @NRL",Sat Feb 10 02:32:01 +0000 2024,7,6
98,African Beach Soccer Union,"2024 FIFA Beach Soccer World Cup (Monday Result)

Full Time in Dubai

Egypt 5-4 United States of America (USA) - After extra time 

After losses to United Arab Emirates (2-1) and Italy (6-2), Egypt finally get their first win of the tournament.

Congratulations.

ABSU Media https://t.co/V8YhvK9Wqs",Mon Feb 19 15:36:33 +0000 2024,1,2
99,USANoles939913,"A 25-year-old member of the United States Air Force self-immolated in front of the Israeli Embassy in Washington, DC, yelling “Free Palestine!”

https://t.co/9jfW3DUtqL",Mon Feb 26 17:53:18 +0000 2024,17,14
