Tweet_count,Username,Text,Created At,Retweets,Likes
99,Simon Bottery,"This is an alarming @LGiU report on local government finances. Council tax is rising, reserves are being spent but services (including #socialcare) are still being cut. 9% councils worry about bankruptcy in 2024/25. A brief thread&gt;&gt;&gt; https://t.co/vediUkR85p",Wed Feb 28 07:49:38 +0000 2024,15,19
100,CRIC INSAAN 🇮🇳,Dhruv Jurel &amp; Sarfaraz Khan Will be Included in Grade C After They Play the 5th Test 2024 Against England at Dharamshala. #Cricket #DhruvJurel #SarfarazKhan #INDvsENG https://t.co/fAgygRKWNl,Wed Feb 28 14:21:37 +0000 2024,0,2
101,Jeffrey Silva,"New England Patriots NFLPA 2024 team report card is out. 24th out 32 teams isn’t great for luring potential free agents 

https://t.co/rokVYj77v3",Wed Feb 28 16:41:12 +0000 2024,0,0
102,Get French Football News,"Liverpool, Manchester United and Chelsea are set to battle to appoint Sporting CP manager Rúben Amorim, who wants to move to England this summer - the details. (SZ) ⬇️
https://t.co/fXvucKQ8sO",Wed Feb 28 18:18:32 +0000 2024,19,87
103,England Cricket,"India's lead passes 400 🏏

Match Centre: https://t.co/W5T5FEBY7t

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/MD7wz6fmh4",Sun Feb 18 06:04:48 +0000 2024,11,614
104,RugbyInsideLine,"🌹 TOP 14 ENGLAND TEAM (+RUMOURED)

1) Williams (cover)
2) Singleton 
3) Brookes
4) Hill
5) Ribbans
6) Ludlam
7) Willis
8) Simmonds
9) Robson
10) Farrell
11) Nowell
12) Marchant 
13) Joseph
14) Wade
15) Arundell

20) Harrison
21) Young
22) Simmonds
23) Crossdale",Fri Jan 05 22:42:09 +0000 2024,2,211
105,Screen Scotland,"Screen Scotland, @NIScreen and @CreativeWales are urging @Ofcom to scrap its proposal to maintain Channel 4’s current ‘Made Outside England’ quota at 9%, with 91% of production reserved for England and 65% directly for London.

Read the full statement at https://t.co/ryjDmWAACF https://t.co/WqVifERhXG",Wed Feb 28 17:04:36 +0000 2024,13,28
106,RugbyInsideLine,"🌹 REFLECTIONS ON ENGLAND

- Great to see promising young talent selected. Cunningham-South, Feyi-Waboso and Smith are bold calls

- Felix Jones blitz is already clear to see

- Attack is still faltering. No set plays. Very lateral and dependent on forwards getting over gainline",Sat Feb 03 22:43:22 +0000 2024,1,256
107,Steve Taylor,BREAKING: NHS England will DECREASE funding for general practice by an additional 3% in real terms as part of what it calls 'final arrangements' for the 2024/25 Funeral of General Practice,Wed Feb 28 21:14:36 +0000 2024,336,476
108,Chad Graff,"The NFLPA did an anonymous player report card for the second straight year. Here's how the Patriots were graded by players.

(Note: The team has been working to improve facilities and is building a new weight room as part of Gillette Stadium renovations). https://t.co/uBBgupSkH4 https://t.co/iWIefBZdZh",Wed Feb 28 16:12:42 +0000 2024,2,10
109,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"England's schedule for the 2024 Men's T20 World Cup has been confirmed!

🏴󠁧󠁢󠁳󠁣󠁴󠁿 June 4 - Scotland (Barbados) 
🇦🇺 June 8 - Australia (Barbados) 
🇴🇲 June 13 - Oman (Antigua &amp; Barbuda)
🇳🇦 June 15 - Namibia (Antigua &amp; Barbuda)

It's time to defend the T20 crown! Register your interest ⬇️",Fri Jan 05 14:53:07 +0000 2024,39,531
110,#TV3GH,"Pep Guardiola has outshone Sir Alex Fergusson in England 🤔
 
Here’s what Gabriel Atsu had to say.

Do you agree or disagree?

Owuraku and Yaw Ofosu will settle the debate on 1/03/2024 on the 3Xtra YouTube Channel.

#DebateArena #DebateArenaSportsEdition 

Sponsored by https://t.co/RQ9ZvSoAys",Wed Feb 28 20:34:06 +0000 2024,2,25
111,BCCI,"🚨 NEWS 🚨

#TeamIndia's Squad for final three Tests against England announced.

Details 🔽  #INDvENG | @IDFCFIRSTBank
https://t.co/JPXnyD4WBK",Sat Feb 10 05:09:09 +0000 2024,843,13319
112,Seize The Press Magazine,"Check out the fantastic interview with @RLSummerling in the current issue of STP, where she talks about A Field in England, political fiction and authorial responsibility, decaying landscapes, and her collection of feel-bad fiction FLESHPOTS.
https://t.co/KwUVMWPsux",Wed Feb 28 16:05:47 +0000 2024,8,18
113,England Cricket,"We've named our XI for the first Test in Hyderabad! 🏏

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | #EnglandCricket",Wed Jan 24 07:42:51 +0000 2024,128,2219
114,England Cricket,"All out. 
India need 192. 
We need 10 wickets.

Let's go! ☝️

Match Centre: https://t.co/B58xShTQq5

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/1ONlILa5Oi",Sun Feb 25 10:33:02 +0000 2024,45,696
115,Allison Pearson,"God almighty.
 How stupid and craven is the Church of England 

Forty Bibby Stockholm asylum seekers converting to Christianity https://t.co/GH9JZcRLPB",Sun Feb 04 21:38:24 +0000 2024,1151,4854
116,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 END OF INNINGS | England make 319

A spirited fight back from India.

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/Yv5uFIoCk4",Sat Feb 17 07:27:06 +0000 2024,11,366
117,England Cricket,"A day of bravery and courage 💪

From trailing by 175, we lead by 126 🏏

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | #EnglandCricket https://t.co/ScfFE7lww3",Sat Jan 27 11:16:26 +0000 2024,199,5092
118,Stop The Bollocks with Mirabel,I am British. I was born and live in England. My country is complicit in a genocide in 2024.,Sat Jan 27 16:18:39 +0000 2024,1670,8149
119,Cricketwallah,"Superb knock by Jurel. Unfortunate nor to get a century but has ensured his side didn’tconcede big lead. That said, England will seek to build on the psychological  advantage they’ve gained. India hat last on this pitch and will have to bowl, field really well to keep things even",Sun Feb 25 06:08:46 +0000 2024,21,521
120,Prof Elaine Chalus,"Very worrying if this survey is representative &gt; One in four school-starters in England and Wales not toilet-trained, say teachers | Teachers' workload | The Guardian https://t.co/axtlt0Lp02",Wed Feb 28 18:37:32 +0000 2024,3,6
121,England,"First up for the #ThreeLions in 2024: 🇧🇷 and 🇧🇪

The year ahead for our @England teams 👉 https://t.co/ZBmNbjFw9e https://t.co/Zxy8rinBms",Wed Jan 03 08:43:00 +0000 2024,85,1030
122,The Christian Institute,Head of Education John Denning explains why it's important for Christians to respond to the Government’s consultation on draft guidance for schools and colleges in England concerning gender questioning children. The closing date is 12 March 2024.  https://t.co/fUMciLNlEt https://t.co/PxWyJd930N,Wed Feb 28 16:23:21 +0000 2024,0,0
123,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 TEA | England are 198/5!

What a session from Foakes and Root 😍

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/4qewqvvKok",Fri Feb 23 08:50:43 +0000 2024,6,212
124,Surfing England,Registration for 2024 @candmclub  English National Surfing Championships 12th - 14th April at Fistral Beach opens 1st March at 5:00 PM. For more info visit https://t.co/AxIOZ1qe8n https://t.co/QXVM2yppXf,Wed Feb 28 16:36:38 +0000 2024,8,14
125,thedeadballarea,"2022: EDDIE JONES DOESN'T RESPECT THE 6NAtIoNZZZZ we Want resultZZZZZ

2024: ENGLAND MUST EXPERIMENT WHAT IS THERE TO LOSE!!!!!!!

😂🤣😂🤣",Wed Feb 28 09:03:32 +0000 2024,1,19
126,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 ALL OUT | India make 255!

If there’s any team that can, it’s this one 💪

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/0L75X5FsTK",Sun Feb 04 10:07:16 +0000 2024,7,322
127,West Bowling ARLFC,"Congratulations to Harry Gray on his selection to the England Universities Squad for 2024!

#GreenArmy",Wed Feb 28 10:32:16 +0000 2024,0,6
128,England Cricket,"The hosts lead by 175 runs at the close on Day Two 🏏

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/P1G4vDWtnE",Fri Jan 26 11:37:41 +0000 2024,19,674
129,England Cricket,"🏆 𝗜𝗖𝗖 𝗧𝟮𝟬𝗜 𝗧𝗲𝗮𝗺 𝗼𝗳 𝘁𝗵𝗲 𝗬𝗲𝗮𝗿 🏆 

🏅 Phil Salt
🏅 Nat Sciver-Brunt
🏅 Sophie Ecclestone

Congratulations on an incredible year 👏

#EnglandCricket | @ICC https://t.co/OzwswhhrH0",Mon Jan 22 12:04:31 +0000 2024,55,1236
130,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 TEA | India are on the ropes!

Shoaib Bashir has bowled England to a commanding position 💪

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/xqXQwTrjxP",Sat Feb 24 08:44:54 +0000 2024,8,199
131,England Cricket,"Four for Root as we bowl India out early on day three 🔴

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/3WsTfTZ3JT",Sat Jan 27 05:01:22 +0000 2024,52,1227
132,England Cricket,"Striking straight after tea! ☝

The hosts are four down.

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | #EnglandCricket https://t.co/Phu6rjMZQe",Sun Jan 28 09:09:10 +0000 2024,38,1034
133,Andrew Callahan,"The #Patriots received their worst marks from the NFLPA for their weight room (F) and treatment of families (F-).

The weight room is currently being moved/upgraded, but this is beyond embarrassing.
https://t.co/EidHwBqgQj https://t.co/uWqkNGkFHm",Wed Feb 28 16:24:05 +0000 2024,16,63
134,BCCI,"R Ashwin withdraws from the 3rd India-England Test due to family emergency.

In these challenging times, the Board of Control for Cricket in India (BCCI) and the team fully supports Ashwin.

https://t.co/U2E19OfkGR",Fri Feb 16 17:41:21 +0000 2024,1137,19122
135,England Cricket,"The skipper top scores with 70 as we make 246 in our first innings 🏏

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/XjxVnNLagD",Thu Jan 25 09:29:42 +0000 2024,84,1961
136,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"ENGLAND’S TEAM TO WIN THE 1ST TEST 💪

Crawley, Duckett, Pope, Root, Bairstow, Stokes (C), Foakes, Ahmed, Hartley (debut), Wood, Leach.

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/HNUeqGL7UE",Wed Jan 24 12:08:08 +0000 2024,19,713
137,Football Away Days,"England have been placed in Group B2 for the Nations League and will face Finland, Republic of Ireland and Greece.

England v Ireland is a tasty one… 👀😍 https://t.co/9gM2smIQL7",Thu Feb 08 18:13:06 +0000 2024,21,617
138,Athstat Gaming,"Scotland Retain the Culcutta Cup against England in Edinburgh! | 2024 Guinness Six Nations Review

#sixnations #rugby #england #scotland

https://t.co/8ThKgliiGr",Wed Feb 28 18:01:02 +0000 2024,1,4
139,Tim England,"Texas A&amp;M 2024 Baseball Midweek Attendance

•2/20 vs UIW: 4870
•2/27 vs Lamar: 5161

2023 Average: 4953
2024 Average: 5016 📈

#GigEm https://t.co/70TymLUN7M",Wed Feb 28 14:34:10 +0000 2024,0,37
140,Pro Academy Tournaments,"Delighted to announce @GedaniaGdansk U12 for our #ProAcademySeries 2024 events taking place in Stevenage, Hertfordshire, England April - June 2024. To register your interest contact charley@proacademytournaments.com @networldsports @gform https://t.co/IiaSrx2CLp",Wed Feb 28 19:00:01 +0000 2024,0,2
141,England Cricket,"Next destination ⏭️ New Zealand 🇳🇿

Click below to find out the squads 👇 

#EnglandCricket",Fri Feb 02 15:00:00 +0000 2024,25,209
142,RugbyInsideLine,"🌹 BREAKING: Ollie Lawrence returns to the main England squad.

It is Will Muir who drops out rather than Max Ojomoh to make room which is odd considering the position.",Sun Feb 18 17:05:56 +0000 2024,1,260
143,England Cricket,"India 255 all out leaves us needing 399 for victory 🏏

And you know we'll go for it...

Match Centre: https://t.co/tALYxvMByx

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | #EnglandCricket https://t.co/EGF7iRhx9q",Sun Feb 04 10:06:44 +0000 2024,68,2605
144,New York Times Books,"“This is a history of women in England, yes, but it is also a history of England, full stop,” our reviewer writes of “Normal Women,” Philippa Gregory’s wide-raging and wildly entertaining new nonfiction book. https://t.co/VdAGlVLg74",Wed Feb 28 17:45:05 +0000 2024,5,28
145,Bank of England,"Are you a UK student aged 16+?

If you are passionate about data science join us for a paid internship this summer.

Our Innovation Competition is now open for applications. Don't miss this opportunity, apply here:
https://t.co/m9FNcn11Vb

Closes 31 March 2024.",Wed Feb 28 12:05:52 +0000 2024,19,34
146,Progressive Rugby,"Really great to see Progressive Rugby member and former Bath &amp; England flanker Michael Lipman supporting rugby league legend Wally Lewis who has led a delegation to Canberra, calling for CTE funding and support in federal budget 👏🏻

 https://t.co/GIT2SX9ga7 https://t.co/4FsAVJqMQP",Wed Feb 28 17:58:54 +0000 2024,5,24
147,England Cricket,"A big evening session ahead 💪

India's lead currently 64 runs 🏏

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/hS1yHE4ayV",Fri Jan 26 09:09:55 +0000 2024,15,408
148,New England Free Jacks,"Introducing our 2024 Watch Party Series presented by the Free Jacks Craft Corner brewery partners. Join staff, players and fans for the season kickoff watch party
at Gelato Cafe in Quincy Center this Sunday as we take on @AnthemRugby ! https://t.co/YrAKZ5gHqA",Wed Feb 28 19:02:29 +0000 2024,3,8
149,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"England beat India ✅ 
West Indies beat Australia ✅ 

😍 The perfect day!

Celebrate by watching the two in-form teams face off at Edgbaston this July... 😉

Secure your England vs West Indies tickets ⬇️",Sun Jan 28 12:19:54 +0000 2024,150,2949
150,Dakota Randall,The NFLPA's team report card is an across-the-board embarrassment for the New England Patriots. https://t.co/wW1PfAVGEc,Wed Feb 28 18:37:51 +0000 2024,3,8
151,#TV3GH,"Pep Guardiola has outshone Sir Alex Fergusson in England 🤔

Do you agree or disagree  ?

Owuraku Ampofo and Yaw Ofosu will settle this debate on 1/03/2024 on the 3Xtra YouTube Channel.

#DebateArena #DebateArenaSportsEdition 

Sponsored by @bigleaguesgh @GamePark_GH https://t.co/KCACYQV8sv",Wed Feb 28 12:00:01 +0000 2024,1,30
152,Prep Soccer ⚽️,"ECNL New England Conference Overview: Scorpions SC G08 

@ScorpionsSoccer
@HeathLyndsay
@MeganJakubicka

Click to view the article!
https://t.co/Eftqsrc30I",Wed Feb 28 23:29:04 +0000 2024,4,7
153,Vanyaland,"Fast Tracked: The half-erratic, half-ambient EP from New England band Perennial collects bite-sized songs modeled after creative movements.

@Perennialband | @NOEARBUDS | @VickiWasylak 

https://t.co/3hFoIDyNBD",Wed Feb 28 15:56:30 +0000 2024,4,8
154,Boston Chamber,"Our member, @BGCDorchester, is hosting their New England Women’s Leadership Awards on May 20, 2024! 
Learn how you can support them as they honor remarkable women whose stories inspire their young girls (and boys) to dream big, work hard, and succeed.
https://t.co/AC2rtBF5GQ",Wed Feb 28 21:00:38 +0000 2024,2,2
155,Guardian Books,Lack of support for children in England leading to ‘literacy crisis’ https://t.co/Ghl5U1P6bk,Wed Feb 28 15:07:10 +0000 2024,3,6
156,Sport360°,"The 𝐁𝐀𝐙𝐁𝐀𝐋𝐋 is set to take over in 2024 🏴󠁧󠁢󠁥󠁮󠁧󠁿💥

England are scheduled to play 17 Tests, the most by any side 💪🏻

#Ashes https://t.co/yUjUOLTWI4",Sun Jan 07 07:00:32 +0000 2024,55,1376
157,Manchester University Press,"Millions of train passengers in England face a hike in rail fares of nearly 5% next year from 3rd March 2024.
Labour has called it another ""brutal bumper rise"".

How do we fix Britain's broken railways?
Discover how in 'Derailed' by @TomHainesDoran, available now. 
#railfares https://t.co/KqYHa8cD2q",Wed Feb 28 14:33:00 +0000 2024,1,3
158,Footy Accumulators,"England will face Bosnia and Herzegovina at St James Park this June ahead of EURO 2024.

About time England played a game up in the north 👏🏻 https://t.co/ebdR1o2l9W",Mon Feb 05 10:49:09 +0000 2024,16,1016
159,Doug Kyed,More changes are needed in New England with the Patriots ranking among the NFL's worst in the NFLPA's annual player team report card. https://t.co/df8nFaWveg,Wed Feb 28 16:41:06 +0000 2024,6,38
160,England Cricket,"Ready to go again with the ball! 🔴

India trail by 24 runs heading into the afternoon session 🏏

Match Centre: https://t.co/s4XwqqpNlL

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #EnglandCricket https://t.co/y06zxNdyMP",Fri Jan 26 06:42:25 +0000 2024,13,323
161,England Cricket,"Match drawn 🤝 

🏴󠁧󠁢󠁥󠁮󠁧󠁿 England Lions: 2️⃣3️⃣3️⃣
🇮🇳 India A: 4️⃣6️⃣2️⃣/8️⃣ dec

Callum Parkinson (2/21) and Jack Carson (2/14) both picked up two wickets on day two in Ahmedabad ☝️

📍 Narendra Modi Stadium",Sat Jan 13 12:27:44 +0000 2024,12,372
162,England Cricket,"A tough day for The Lions in Ahmedabad...

🏴󠁧󠁢󠁥󠁮󠁧󠁿 England Lions: 1️⃣5️⃣2️⃣
🇮🇳 India A: 1️⃣5️⃣0️⃣/0️⃣

The hosts trail by 2 runs with 10 wickets remaining. 

#EnglandCricket | #ENGvIND",Wed Jan 24 19:16:44 +0000 2024,17,395
163,Football on TNT Sports,"England have been drawn alongside the Republic of Ireland in Group B2 of the Nations League ✅

Finland and Greece make up the rest of B2 🇫🇮🇬🇷 https://t.co/tYeIYXPgLf",Thu Feb 08 18:00:58 +0000 2024,13,299
164,Sky Sports News,BREAKING 🚨: England to play Bosnia &amp; Herzegovina at St James' Park on June 3 and Iceland at Wembley on June 7 ahead of the Euro 2024 finals 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Mon Feb 05 10:41:16 +0000 2024,57,736
165,Charlie Morgan,"- Jamie George to be confirmed as England captain
- Recalls for Henry Slade and Luke Cowan-Dickie
- Immanuel Feyi-Waboso and Ethan Roots among uncapped
- Loads of Northampton Saints in the mix
- Fun England A team already taking shape https://t.co/h4NA8SjSfR",Tue Jan 16 14:56:48 +0000 2024,27,525
166,England Cricket,"Stumps on Day 1 🏏 

🏴󠁧󠁢󠁥󠁮󠁧󠁿 England Lions: 2️⃣3️⃣3️⃣
🇮🇳 India A: 1️⃣2️⃣3️⃣/1️⃣

The hosts trail by 110 runs as Dan Mousley 6️⃣0️⃣ (66) and Ollie Robinson 4️⃣5️⃣ (52) were the pick of the English batters. 

📍 Ahmedabad, India",Fri Jan 12 12:40:53 +0000 2024,20,403
167,ESPNcricinfo,"Ben Stokes wins the toss and England will - unsurprisingly - bat first #INDvENG 

▶️ https://t.co/ScJisUw7M1 https://t.co/mVUTXkgA1G",Thu Jan 25 03:31:56 +0000 2024,18,512
168,WG RumblePants,"Joe Root being Joe Root ✅
Ben Stokes able to bowl again ✅
Two openers scoring proper runs ✅
An immensely talented number 3 ✅
Ben Foakes as England keeper ✅
Anderson fitter and better than ever ✅

Whatever the series result, there’s a lot to be happy about as an England fan",Fri Feb 23 17:14:41 +0000 2024,39,1102
169,SPORTbible,🚨England set to make controversial Kobbie Mainoo decision ahead of Euro 2024 https://t.co/d3jHLP7tKq,Tue Feb 13 12:32:09 +0000 2024,4,284
170,ESPNcricinfo,"Yes, India are favourites - but is anyone counting B̶a̶z̶b̶a̶l̶l̶ England out? #INDvENG 

▶️ https://t.co/ZsyelyZUeZ https://t.co/eSLP8OJjlx",Sun Feb 04 11:21:47 +0000 2024,15,531
171,Iceland Cricket,What a wonderful first session that was. England will be pleased to have 100 runs on the board and only 3 wickets down. Joe Root and Jonny 'the Viking beard' Bairstow will be looking to take England to a 300+ score. The ball is already turning like a worm.,Thu Jan 25 06:05:18 +0000 2024,4,293
172,ESPNcricinfo,"Ollie Pope has kept England in the fight as they now look to take the lead and set a target #INDvENG 

▶️ https://t.co/WzuwYpQAGX https://t.co/vlmBfnPF6w",Sat Jan 27 07:58:07 +0000 2024,7,197
173,England,"An @alzheimerssoc International. 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇧🇪

Our #ThreeLions take on Belgium at @wembleystadium in March – with the fixture dedicated to The @FA's official charity partner.",Thu Jan 11 12:00:01 +0000 2024,80,740
174,BCCI,"1st TEST. England XI: B Stokes (c), Z Crawley, B Duckett, O Pope, J Root, J Bairstow, B Foakes (wk), R Ahmed, T Hartley, M Wood, J Leach. https://t.co/HGTxXf8b1E #INDvENG @IDFCFIRSTBank",Thu Jan 25 03:38:59 +0000 2024,10,256
175,citi,"@InvictosSomos El universo le va a hacer justicia a su carrera y nivel futbolistico, con la eurocopa 2024. Inglaterra es favorita. Está llena de jugadores espectaculares

Y después ganará las bundesligas de las próximas temporadas",Sun Feb 18 19:11:56 +0000 2024,4,279
176,England,"The final preparation for #EURO2024!

Our #ThreeLions will face Bosnia &amp; Herzegovina at @NUFC and Iceland at @wembleystadium in June 🙌",Mon Feb 05 10:00:00 +0000 2024,88,1064
177,ESPNcricinfo,"Can't blame you if you didn't think it was possible - England's lead is now 2⃣0⃣0⃣

https://t.co/WzuwYpQAGX | #INDvENG https://t.co/LuHcUDlGPd",Sun Jan 28 05:12:28 +0000 2024,4,237
178,BCCI,"4th TEST. England XI: B Stokes (c), Z Crawley, B Duckett, O Pope, J Root, J Bairstow, B Foakes (wk), S Bashir, T Hartley, O Robinson, J Anderson. https://t.co/3ZdkXkSonb #INDvENG @IDFCFIRSTBank",Fri Feb 23 03:38:14 +0000 2024,12,227
179,SHEIKH 👑,"It’s going to be England or Brazil. 

Probably England after Southgate inevitably bottles the Euros.",Thu Feb 22 14:02:48 +0000 2024,0,196
180,Table Tennis England,"Be a natural like @Tom_jarvis99 🏓

Tickets are on sale now for the @markbatesltd National Championships now! Come and see England's best players battle it out for the National title 🏆

Tickets 🎟️ https://t.co/AjdhsQ909v 🎟️

#tabletennis #england https://t.co/pHXjLGU2rR",Wed Feb 28 14:36:47 +0000 2024,0,1
181,Christopher Price,"The 2023 Patriots were far better on defense than offense, but that doesn’t mean there aren’t some needs on all three levels of that side of the ball entering 2024. Here are 10 free agent options on defense for New England.

https://t.co/zplZbWctyN",Wed Feb 28 14:14:07 +0000 2024,2,10
182,Peter Lalor,Funny how Usman Khawaja and now Shoaib Bashir both have visa issues getting into India. https://t.co/SjTZqU4EH8,Tue Jan 23 01:50:22 +0000 2024,497,2879
183,PulseToday,BREAKING: NHS England will increase funding for general practice to 2% as part of what it calls 'final arrangements' for the 2024/25 GP contract https://t.co/Rk06w4H3ca,Wed Feb 28 16:36:54 +0000 2024,42,43
184,Chris Rose,"FORTY asylum seekers on the Bibby Stockholm barge are “converting” to Christianity.

How gullible and naive is the Church of England to go along with this and ignore the obvious red flags?

This loophole to avoid deportation is putting us all at risk.

https://t.co/gSVdDVn0EO",Sun Feb 04 21:47:54 +0000 2024,1527,6782
185,Michael Nicoletos,"Do they want to prepare for it or create it?

""The Bank of England (#BOE) may sell all the #UK government bonds bought under quantitative easing to better prepare for a future crisis""

https://t.co/eNQfrW6TAi   #QE #GBP #QT",Wed Feb 28 10:51:42 +0000 2024,11,127
186,Dan Kelley,"Patriots highest grade in the 11 categories on NFLPA report was Head Coach (B-). Not sure why Bill Belichick (who is gone) would be the focus.
—
Locker Room: C-
Strength Coaches: C-
Ownership: D+
Team Travel: D
Weight Room: F
Treatment of Families: F- https://t.co/iz8l3NYbVv",Wed Feb 28 19:42:14 +0000 2024,5,55
187,Football Reporting ,"Jack Grealish sweating over England Euro 2024 place after latest injury blow
https://t.co/PsoNgUO5RB",Wed Feb 28 17:20:34 +0000 2024,0,0
188,Basketball England 🥇🥈,"England squads and coaching staff have been announced for the upcoming Four Nations tournaments in Ireland and Scotland 👇

https://t.co/xE8AObcY0t https://t.co/PgLKXaHm5a",Wed Feb 28 16:32:33 +0000 2024,2,9
189,Boston University,"The secrets of living to 100. — BU’s New England Centenarian Study delves into the lives of superagers to better understand why some people make it to their centennial—and to maybe help the rest of us do the same.

Read on ➡️ https://t.co/kCuVj0btLj https://t.co/sfQjDzG5Fi",Wed Feb 28 14:39:49 +0000 2024,2,6
190,Defra UK,"We’re hosting a webinar for arable and field horticulture growers in England.
 
We'll cover the Sustainable Farming Incentive (SFI), Countryside Stewardship (CS), and the Improving Farm Productivity (IFP) grant.  
 
Join us here on 29 February ⬇️
https://t.co/GzZdKgLBee https://t.co/UamXOcQEqW",Wed Feb 28 13:28:19 +0000 2024,2,3
191,Chris Mason,"Jerod Mayo said he loves J.C. Jackson and expects him to move better in 2024, but was non-committal on the potential cap casualty's future in New England. 

“Those discussions are still going.”
https://t.co/JsC3TikD5X",Wed Feb 28 14:43:07 +0000 2024,3,3
192,Visit South East England,"Ready for some chocolate-fuelled fun? To get your #Easter off to a cracking start, @VisitHampshire rounded up a tasty selection of Easter hunts and trails taking place in #Hampshire this spring.

https://t.co/DdgQU7AUf6 https://t.co/7rvTW40kRz",Wed Feb 28 14:30:31 +0000 2024,1,1
193,The Telegraph,"🔴 Immanuel Feyi-Waboso misses England training – because he has an exam

https://t.co/Fe0yCRgZJh",Wed Feb 28 14:01:18 +0000 2024,0,2
194,Professor Katherine Schofield 🇬🇧🇦🇺,"These are children who would have been &lt;checks notes&gt; babies when Covid hit ⁦@LucyGoBag⁩

It’ll get worse before it gets better

One in four school-starters in England and Wales not school-ready https://t.co/IsD4Ll00in",Wed Feb 28 08:15:11 +0000 2024,1,6
195,PulseToday,"NHS England said that it will ‘now begin the process of implementing the 2024/25 contract changes with detailed guidance and further information to be published in the coming weeks’. 

https://t.co/o4TYjj76jf",Wed Feb 28 20:41:00 +0000 2024,1,1
196,SPORTbible,🚨 England suffer major blow as key player forced to undergo surgery ahead of Euro 2024 https://t.co/XZHUqkGanO,Wed Feb 28 12:34:54 +0000 2024,2,42
197,Christian Concern,"Stonewall funded and approved of the Church of England’s ‘Valuing All God’s Children’ guidance. It should be no surprise that the guidance says primary schoolchildren can change gender. 

The CofE needs to scrap this guidance immediately.
https://t.co/CNR8SIoNwI",Wed Feb 28 09:14:00 +0000 2024,48,124
198,masslivenews,21 Savage Announces 2024 American Dream Tour: Buy tickets to New England shows https://t.co/k1ZHOnOxKf,Wed Feb 28 20:18:02 +0000 2024,0,0
199,The Comet,"Andy Wood OBE, CEO of Adnams, has been named this year's recipient of the Outstanding Contribution to Tourism award at the East of England Tourism Awards 2023-2024. https://t.co/aexAiVAHkU 👇 Full story",Wed Feb 28 08:49:35 +0000 2024,0,0
200,Bruce Matson,"Mel Kiper's 2024 NFL Mock Draft

1.01 Chicago Bears (via CAR) - Caleb Williams, QB, USC

1.02 Washington Commanders - Jayden Daniels, QB, LSU

1.03 New England Patriots - Drake Maye, QB, North Carolina

1.04 Arizona Cardinals - Marvin Harrison Jr., WR, Ohio State

1.05 Los",Wed Feb 28 17:39:10 +0000 2024,1,6
